ServiceName;Alias;Permission;Action;Description;AccessLevel;Resource
Amazon SageMaker;sagemaker;ListAppImageConfigs;sagemaker:ListAppImageConfigs;Grants permission to list the AppImageConfigs in your account;List;False
Amazon SageMaker;sagemaker;ListApps;sagemaker:ListApps;Grants permission to list the Apps in your account;List;False
Amazon SageMaker;sagemaker;ListArtifacts;sagemaker:ListArtifacts;Grants permission to list artifacts;List;False
Amazon SageMaker;sagemaker;ListAssociations;sagemaker:ListAssociations;Grants permission to list associations;List;False
Amazon SageMaker;sagemaker;ListAutoMLJobs;sagemaker:ListAutoMLJobs;Grants permission to list AutoML jobs;List;False
Amazon SageMaker;sagemaker;ListCandidatesForAutoMLJob;sagemaker:ListCandidatesForAutoMLJob;Grants permission to lists candidates for an AutoML job;List;False
Amazon SageMaker;sagemaker;ListCodeRepositories;sagemaker:ListCodeRepositories;Grants permission to list code repositories;List;False
Amazon SageMaker;sagemaker;ListCompilationJobs;sagemaker:ListCompilationJobs;Grants permission to list compilation jobs;List;False
Amazon SageMaker;sagemaker;ListContexts;sagemaker:ListContexts;Grants permission to list contexts;List;False
Amazon SageMaker;sagemaker;ListDataQualityJobDefinitions;sagemaker:ListDataQualityJobDefinitions;Grants permission to list data quality job definitions;List;False
Amazon SageMaker;sagemaker;ListDeviceFleets;sagemaker:ListDeviceFleets;Grants permission to list device fleets;List;False
Amazon SageMaker;sagemaker;ListDevices;sagemaker:ListDevices;Grants permission to list devices;List;False
Amazon SageMaker;sagemaker;ListDomains;sagemaker:ListDomains;Grants permission to list the Domains in your account;List;False
Amazon SageMaker;sagemaker;ListEdgeDeploymentPlans;sagemaker:ListEdgeDeploymentPlans;Grants permission to list edge deployment plans;List;False
Amazon SageMaker;sagemaker;ListEdgePackagingJobs;sagemaker:ListEdgePackagingJobs;Grants permission to list edge packaging jobs;List;False
Amazon SageMaker;sagemaker;ListEndpointConfigs;sagemaker:ListEndpointConfigs;Grants permission to list endpoint configurations;List;False
Amazon SageMaker;sagemaker;ListEndpoints;sagemaker:ListEndpoints;Grants permission to list endpoints;List;False
Amazon SageMaker;sagemaker;ListExperiments;sagemaker:ListExperiments;Grants permission to list experiments;List;False
Amazon SageMaker;sagemaker;ListFeatureGroups;sagemaker:ListFeatureGroups;Grants permission to list feature groups;List;False
Amazon SageMaker;sagemaker;ListFlowDefinitions;sagemaker:ListFlowDefinitions;Grants permission to return summary information about flow definitions, given the specified parameters;List;False
Amazon SageMaker;sagemaker;ListHumanLoops;sagemaker:ListHumanLoops;Grants permission to return summary information about human loops, given the specified parameters;List;False
Amazon SageMaker;sagemaker;ListHumanTaskUis;sagemaker:ListHumanTaskUis;Grants permission to return summary information about human review workflow user interfaces, given the specified parameters;List;False
Amazon SageMaker;sagemaker;ListHyperParameterTuningJobs;sagemaker:ListHyperParameterTuningJobs;Grants permission to list hyper parameter tuning jobs;List;False
Amazon SageMaker;sagemaker;ListImageVersions;sagemaker:ListImageVersions;Grants permission to list ImageVersions that belong to a SageMaker Image;List;True
Amazon SageMaker;sagemaker;ListImages;sagemaker:ListImages;Grants permission to list SageMaker Images in your account;List;False
Amazon SageMaker;sagemaker;ListInferenceRecommendationsJobSteps;sagemaker:ListInferenceRecommendationsJobSteps;Grants permission to list inference recommendations job steps;List;False
Amazon SageMaker;sagemaker;ListInferenceRecommendationsJobs;sagemaker:ListInferenceRecommendationsJobs;Grants permission to list inference recommendations jobs;List;False
Amazon SageMaker;sagemaker;ListLabelingJobs;sagemaker:ListLabelingJobs;Grants permission to list labeling jobs;List;False
Amazon SageMaker;sagemaker;ListLabelingJobsForWorkteam;sagemaker:ListLabelingJobsForWorkteam;Grants permission to list labeling jobs for workteam;List;True
Amazon SageMaker;sagemaker;ListLineageGroups;sagemaker:ListLineageGroups;Grants permission to list lineage groups;List;False
Amazon SageMaker;sagemaker;ListModelBiasJobDefinitions;sagemaker:ListModelBiasJobDefinitions;Grants permission to list model bias job definitions;List;False
Amazon SageMaker;sagemaker;ListModelExplainabilityJobDefinitions;sagemaker:ListModelExplainabilityJobDefinitions;Grants permission to list model explainability job definitions;List;False
Amazon SageMaker;sagemaker;ListModelMetadata;sagemaker:ListModelMetadata;Grants permission to list model metadata for inference recommendations jobs;List;False
Amazon SageMaker;sagemaker;ListModelPackageGroups;sagemaker:ListModelPackageGroups;Grants permission to list ModelPackageGroups;List;False
Amazon SageMaker;sagemaker;ListModelPackages;sagemaker:ListModelPackages;Grants permission to list ModelPackages;List;True
Amazon SageMaker;sagemaker;ListModelQualityJobDefinitions;sagemaker:ListModelQualityJobDefinitions;Grants permission to list model quality job definitions;List;False
Amazon SageMaker;sagemaker;ListModels;sagemaker:ListModels;Grants permission to list the models created with the CreateModel API;List;False
Amazon SageMaker;sagemaker;ListMonitoringExecutions;sagemaker:ListMonitoringExecutions;Grants permission to list monitoring executions;List;False
Amazon SageMaker;sagemaker;ListMonitoringSchedules;sagemaker:ListMonitoringSchedules;Grants permission to list monitoring schedules;List;False
Amazon SageMaker;sagemaker;ListNotebookInstanceLifecycleConfigs;sagemaker:ListNotebookInstanceLifecycleConfigs;Grants permission to list the notebook instance lifecycle configurations that can be deployed using Amazon SageMaker;List;False
Amazon SageMaker;sagemaker;ListNotebookInstances;sagemaker:ListNotebookInstances;Grants permission to list the Amazon SageMaker notebook instances in the requester's account in an AWS Region;List;False
Amazon SageMaker;sagemaker;ListPipelineExecutionSteps;sagemaker:ListPipelineExecutionSteps;Grants permission to list steps for a pipeline execution;List;True
Amazon SageMaker;sagemaker;ListPipelineExecutions;sagemaker:ListPipelineExecutions;Grants permission to list executions for a pipeline;List;True
Amazon SageMaker;sagemaker;ListPipelineParametersForExecution;sagemaker:ListPipelineParametersForExecution;Grants permission to list parameters for a pipeline execution;List;True
Amazon SageMaker;sagemaker;ListPipelines;sagemaker:ListPipelines;Grants permission to list pipelines;List;False
Amazon SageMaker;sagemaker;ListProcessingJobs;sagemaker:ListProcessingJobs;Grants permission to list processing jobs;List;False
Amazon SageMaker;sagemaker;ListProjects;sagemaker:ListProjects;Grants permission to list Projects;List;False
Amazon SageMaker;sagemaker;ListStageDevices;sagemaker:ListStageDevices;Grants permission to list stage devices;List;False
Amazon SageMaker;sagemaker;ListStudioLifecycleConfigs;sagemaker:ListStudioLifecycleConfigs;Grants permission to list the Studio Lifecycle Configurations that can be deployed using Amazon SageMaker;List;False
Amazon SageMaker;sagemaker;ListSubscribedWorkteams;sagemaker:ListSubscribedWorkteams;Grants permission to list subscribed workteams;List;False
Amazon SageMaker;sagemaker;ListTags;sagemaker:ListTags;Grants permission to list the tag set associated with the specified resource;List;True
Amazon SageMaker;sagemaker;ListTrainingJobs;sagemaker:ListTrainingJobs;Grants permission to list training jobs;List;False
Amazon SageMaker;sagemaker;ListTrainingJobsForHyperParameterTuningJob;sagemaker:ListTrainingJobsForHyperParameterTuningJob;Grants permission to list training jobs for a hyper parameter tuning job;List;True
Amazon SageMaker;sagemaker;ListTransformJobs;sagemaker:ListTransformJobs;Grants permission to list transform jobs;List;False
Amazon SageMaker;sagemaker;ListTrialComponents;sagemaker:ListTrialComponents;Grants permission to list trial components;List;False
Amazon SageMaker;sagemaker;ListTrials;sagemaker:ListTrials;Grants permission to list trials;List;False
Amazon SageMaker;sagemaker;ListUserProfiles;sagemaker:ListUserProfiles;Grants permission to list the UserProfiles in your account;List;False
Amazon SageMaker;sagemaker;ListWorkforces;sagemaker:ListWorkforces;Grants permission to list workforces;List;False
Amazon SageMaker;sagemaker;ListWorkteams;sagemaker:ListWorkteams;Grants permission to list workteams;List;False
Amazon SageMaker;sagemaker;PutLineageGroupPolicy;sagemaker:PutLineageGroupPolicy;Grants permission to put a lineage group policy;Write;False
Amazon SageMaker;sagemaker;PutModelPackageGroupPolicy;sagemaker:PutModelPackageGroupPolicy;Grants permission to put a ModelPackageGroup policy;Write;True
Amazon SageMaker;sagemaker;PutRecord;sagemaker:PutRecord;Grants permission to put a record to a feature group;Write;True
Amazon SageMaker;sagemaker;QueryLineage;sagemaker:QueryLineage;Grants permission to explore the lineage graph;List;False
Amazon SageMaker;sagemaker;RegisterDevices;sagemaker:RegisterDevices;Grants permission to register a set of devices;Write;True
Amazon SageMaker;sagemaker;RenderUiTemplate;sagemaker:RenderUiTemplate;Grants permission to render a UI template used for a human annotation task;Read;False
Amazon SageMaker;sagemaker;RetryPipelineExecution;sagemaker:RetryPipelineExecution;Grants permission to retry a pipeline execution;Write;True
Amazon SageMaker;sagemaker;Search;sagemaker:Search;Grants permission to search for SageMaker objects;Read;False
Amazon SageMaker;sagemaker;SendHeartbeat;sagemaker:SendHeartbeat;Grants permission to publish heartbeat data from devices. After you deploy a model onto edge devices this api is used to report device status;Write;True
Amazon SageMaker;sagemaker;SendPipelineExecutionStepFailure;sagemaker:SendPipelineExecutionStepFailure;Grants permission to fail a pending callback step;Write;True
Amazon SageMaker;sagemaker;SendPipelineExecutionStepSuccess;sagemaker:SendPipelineExecutionStepSuccess;Grants permission to succeed a pending callback step;Write;True
Amazon SageMaker;sagemaker;StartEdgeDeploymentStage;sagemaker:StartEdgeDeploymentStage;Grants permission to start an edge deployment stage;Write;True
Amazon SageMaker;sagemaker;StartHumanLoop;sagemaker:StartHumanLoop;Grants permission to start a human loop;Write;True
Amazon SageMaker;sagemaker;StartMonitoringSchedule;sagemaker:StartMonitoringSchedule;Grants permission to start a monitoring schedule;Write;True
Amazon SageMaker;sagemaker;StartNotebookInstance;sagemaker:StartNotebookInstance;Grants permission to start a notebook instance. This launches an EC2 instance with the latest version of the libraries and attaches your EBS volume;Write;True
Amazon SageMaker;sagemaker;StartPipelineExecution;sagemaker:StartPipelineExecution;Grants permission to start a pipeline execution;Write;True
Amazon SageMaker;sagemaker;StopAutoMLJob;sagemaker:StopAutoMLJob;Grants permission to stop a running AutoML job;Write;True
Amazon SageMaker;sagemaker;StopCompilationJob;sagemaker:StopCompilationJob;Grants permission to stop a compilation job;Write;True
Amazon SageMaker;sagemaker;StopEdgeDeploymentStage;sagemaker:StopEdgeDeploymentStage;Grants permission to stop an edge deployment stage;Write;True
Amazon SageMaker;sagemaker;StopEdgePackagingJob;sagemaker:StopEdgePackagingJob;Grants permission to stop an edge packaging job;Write;True
Amazon SageMaker;sagemaker;StopHumanLoop;sagemaker:StopHumanLoop;Grants permission to stop a specified human loop;Write;True
Amazon SageMaker;sagemaker;StopHyperParameterTuningJob;sagemaker:StopHyperParameterTuningJob;Grants permission to stop a running hyper parameter tuning job create via the CreateHyperParameterTuningJob;Write;True
Amazon SageMaker;sagemaker;StopInferenceRecommendationsJob;sagemaker:StopInferenceRecommendationsJob;Grants permission to stop an inference recommendations job;Write;True
Amazon SageMaker;sagemaker;StopLabelingJob;sagemaker:StopLabelingJob;Grants permission to stop a labeling job. Any labels already generated will be exported before stopping;Write;True
Amazon SageMaker;sagemaker;StopMonitoringSchedule;sagemaker:StopMonitoringSchedule;Grants permission to stop a monitoring schedule;Write;True
Amazon SageMaker;sagemaker;StopNotebookInstance;sagemaker:StopNotebookInstance;Grants permission to stop a notebook instance. This terminates the EC2 instance. Before terminating the instance, Amazon SageMaker disconnects the EBS volume from it. Amazon SageMaker preserves the EBS volume;Write;True
Amazon SageMaker;sagemaker;StopPipelineExecution;sagemaker:StopPipelineExecution;Grants permission to stop a pipeline execution;Write;True
Amazon SageMaker;sagemaker;StopProcessingJob;sagemaker:StopProcessingJob;Grants permission to stop a processing job. To stop a job, Amazon SageMaker sends the algorithm the SIGTERM signal, which delays job termination for 120 seconds;Write;True
Amazon SageMaker;sagemaker;StopTrainingJob;sagemaker:StopTrainingJob;Grants permission to stop a training job. To stop a job, Amazon SageMaker sends the algorithm the SIGTERM signal, which delays job termination for 120 seconds;Write;True
Amazon SageMaker;sagemaker;StopTransformJob;sagemaker:StopTransformJob;Grants permission to stop a transform job. When Amazon SageMaker receives a StopTransformJob request, the status of the job changes to Stopping. After Amazon SageMaker stops the job, the status is set to Stopped;Write;True
Amazon SageMaker;sagemaker;UpdateAction;sagemaker:UpdateAction;Grants permission to update an action;Write;True
Amazon SageMaker;sagemaker;UpdateAppImageConfig;sagemaker:UpdateAppImageConfig;Grants permission to update an AppImageConfig;Write;True
Amazon SageMaker;sagemaker;UpdateArtifact;sagemaker:UpdateArtifact;Grants permission to update an artifact;Write;True
Amazon SageMaker;sagemaker;UpdateCodeRepository;sagemaker:UpdateCodeRepository;Grants permission to update a CodeRepository;Write;True
Amazon SageMaker;sagemaker;UpdateContext;sagemaker:UpdateContext;Grants permission to update a context;Write;True
Amazon SageMaker;sagemaker;UpdateDeviceFleet;sagemaker:UpdateDeviceFleet;Grants permission to update a device fleet;Write;True
Amazon SageMaker;sagemaker;UpdateDevices;sagemaker:UpdateDevices;Grants permission to update a set of devices;Write;True
Amazon SageMaker;sagemaker;UpdateDomain;sagemaker:UpdateDomain;Grants permission to update a Domain;Write;True
Amazon SageMaker;sagemaker;UpdateEndpoint;sagemaker:UpdateEndpoint;Grants permission to update an endpoint to use the endpoint configuration specified in the request;Write;True
Amazon SageMaker;sagemaker;UpdateEndpointWeightsAndCapacities;sagemaker:UpdateEndpointWeightsAndCapacities;Grants permission to update variant weight, capacity, or both of one or more variants associated with an endpoint;Write;True
Amazon SageMaker;sagemaker;UpdateExperiment;sagemaker:UpdateExperiment;Grants permission to update an experiment;Write;True
Amazon SageMaker;sagemaker;UpdateFeatureGroup;sagemaker:UpdateFeatureGroup;Grants permission to update a feature group;Write;True
Amazon SageMaker;sagemaker;UpdateFeatureMetadata;sagemaker:UpdateFeatureMetadata;Grants permission to update a feature metadata;Write;True
Amazon SageMaker;sagemaker;UpdateImage;sagemaker:UpdateImage;Grants permission to update the properties of a SageMaker Image;Write;True
Amazon SageMaker;sagemaker;UpdateModelPackage;sagemaker:UpdateModelPackage;Grants permission to update a ModelPackage;Write;True
Amazon SageMaker;sagemaker;UpdateMonitoringSchedule;sagemaker:UpdateMonitoringSchedule;Grants permission to update a monitoring schedule;Write;True
Amazon SageMaker;sagemaker;UpdateNotebookInstance;sagemaker:UpdateNotebookInstance;Grants permission to update a notebook instance. Notebook instance updates include upgrading or downgrading the EC2 instance used for your notebook instance to accommodate changes in your workload requirements;Write;True
Amazon SageMaker;sagemaker;UpdateNotebookInstanceLifecycleConfig;sagemaker:UpdateNotebookInstanceLifecycleConfig;Grants permission to updates a notebook instance lifecycle configuration created with the CreateNotebookInstanceLifecycleConfig API;Write;True
Amazon SageMaker;sagemaker;UpdatePipeline;sagemaker:UpdatePipeline;Grants permission to update a pipeline;Write;True
Amazon SageMaker;sagemaker;UpdatePipelineExecution;sagemaker:UpdatePipelineExecution;Grants permission to update a pipeline execution;Write;True
Amazon SageMaker;sagemaker;UpdateProject;sagemaker:UpdateProject;Grants permission to update a Project;Write;True
Amazon SageMaker;sagemaker;UpdateTrainingJob;sagemaker:UpdateTrainingJob;Grants permission to update a training job;Write;True
Amazon SageMaker;sagemaker;UpdateTrial;sagemaker:UpdateTrial;Grants permission to update a trial;Write;True
Amazon SageMaker;sagemaker;UpdateTrialComponent;sagemaker:UpdateTrialComponent;Grants permission to update a trial component;Write;True
Amazon SageMaker;sagemaker;UpdateUserProfile;sagemaker:UpdateUserProfile;Grants permission to update a UserProfile;Write;True
Amazon SageMaker;sagemaker;UpdateWorkforce;sagemaker:UpdateWorkforce;Grants permission to update a workforce;Write;True
Amazon SageMaker;sagemaker;UpdateWorkteam;sagemaker:UpdateWorkteam;Grants permission to update a workteam;Write;True
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;CreateProject [permission only];sagemaker-groundtruth-synthetic:CreateProject [permission only];Grants permission to create a project;Write;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;DeleteProject [permission only];sagemaker-groundtruth-synthetic:DeleteProject [permission only];Grants permission to delete a project;Write;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;GetAccountDetails [permission only];sagemaker-groundtruth-synthetic:GetAccountDetails [permission only];Grants permission to get account details;Read;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;GetBatch [permission only];sagemaker-groundtruth-synthetic:GetBatch [permission only];Grants permission to get a batch;Read;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;GetProject [permission only];sagemaker-groundtruth-synthetic:GetProject [permission only];Grants permission to get a project;Read;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;ListBatchDataTransfers [permission only];sagemaker-groundtruth-synthetic:ListBatchDataTransfers [permission only];Grants permission to list batch data transfers;List;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;ListBatchSummaries [permission only];sagemaker-groundtruth-synthetic:ListBatchSummaries [permission only];Grants permission to list batch summaries;List;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;ListProjectDataTransfers [permission only];sagemaker-groundtruth-synthetic:ListProjectDataTransfers [permission only];Grants permission to list project data transfers;List;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;ListProjectSummaries [permission only];sagemaker-groundtruth-synthetic:ListProjectSummaries [permission only];Grants permission to list project summaries;List;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;StartBatchDataTransfer [permission only];sagemaker-groundtruth-synthetic:StartBatchDataTransfer [permission only];Grants permission to start a batch data transfer;Write;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;StartProjectDataTransfer [permission only];sagemaker-groundtruth-synthetic:StartProjectDataTransfer [permission only];Grants permission to start a project data transfer;Write;False
Amazon SageMaker Ground Truth Synthetic;sagemaker-groundtruth-synthetic;UpdateBatch [permission only];sagemaker-groundtruth-synthetic:UpdateBatch [permission only];Grants permission to update a batch;Write;False
AWS Savings Plans;savingsplans;CreateSavingsPlan;savingsplans:CreateSavingsPlan;Grants permission to create a savings plan;Write;False
AWS Savings Plans;savingsplans;DeleteQueuedSavingsPlan;savingsplans:DeleteQueuedSavingsPlan;Grants permission to delete the queued savings plan associated with customers account;Write;True
AWS Savings Plans;savingsplans;DescribeSavingsPlanRates;savingsplans:DescribeSavingsPlanRates;Grants permission to describe the rates associated with customers savings plan;Read;True
AWS Savings Plans;savingsplans;DescribeSavingsPlans;savingsplans:DescribeSavingsPlans;Grants permission to describe the savings plans associated with customers account;Read;True
AWS Savings Plans;savingsplans;DescribeSavingsPlansOfferingRates;savingsplans:DescribeSavingsPlansOfferingRates;Grants permission to describe the rates assciated with savings plans offerings;Read;False
AWS Savings Plans;savingsplans;DescribeSavingsPlansOfferings;savingsplans:DescribeSavingsPlansOfferings;Grants permission to describe the savings plans offerings that customer is eligible to purchase;Read;False
AWS Savings Plans;savingsplans;ListTagsForResource;savingsplans:ListTagsForResource;Grants permission to list tags for a savings plan;List;True
AWS Savings Plans;savingsplans;TagResource;savingsplans:TagResource;Grants permission to tag a savings plan;Tagging;True
AWS Savings Plans;savingsplans;UntagResource;savingsplans:UntagResource;Grants permission to untag a savings plan;Tagging;True
AWS Secrets Manager;secretsmanager;CancelRotateSecret;secretsmanager:CancelRotateSecret;Grants permission to cancel an in-progress secret rotation;Write;True
AWS Secrets Manager;secretsmanager;CreateSecret;secretsmanager:CreateSecret;Grants permission to create a secret that stores encrypted data that can be queried and rotated;Write;True
AWS Secrets Manager;secretsmanager;DeleteResourcePolicy;secretsmanager:DeleteResourcePolicy;Grants permission to delete the resource policy attached to a secret;Permissions management;True
AWS Secrets Manager;secretsmanager;DeleteSecret;secretsmanager:DeleteSecret;Grants permission to delete a secret;Write;True
AWS Secrets Manager;secretsmanager;DescribeSecret;secretsmanager:DescribeSecret;Grants permission to retrieve the metadata about a secret, but not the encrypted data;Read;True
AWS Secrets Manager;secretsmanager;GetRandomPassword;secretsmanager:GetRandomPassword;Grants permission to generate a random string for use in password creation;Read;False
AWS Secrets Manager;secretsmanager;GetResourcePolicy;secretsmanager:GetResourcePolicy;Grants permission to get the resource policy attached to a secret;Read;True
AWS Secrets Manager;secretsmanager;GetSecretValue;secretsmanager:GetSecretValue;Grants permission to retrieve and decrypt the encrypted data;Read;True
AWS Secrets Manager;secretsmanager;ListSecretVersionIds;secretsmanager:ListSecretVersionIds;Grants permission to list the available versions of a secret;Read;True
AWS Secrets Manager;secretsmanager;ListSecrets;secretsmanager:ListSecrets;Grants permission to list the available secrets;List;False
AWS Secrets Manager;secretsmanager;PutResourcePolicy;secretsmanager:PutResourcePolicy;Grants permission to attach a resource policy to a secret;Permissions management;True
AWS Secrets Manager;secretsmanager;PutSecretValue;secretsmanager:PutSecretValue;Grants permission to create a new version of the secret with new encrypted data;Write;True
AWS Secrets Manager;secretsmanager;RemoveRegionsFromReplication;secretsmanager:RemoveRegionsFromReplication;Grants permission to remove regions from replication;Write;True
AWS Secrets Manager;secretsmanager;ReplicateSecretToRegions;secretsmanager:ReplicateSecretToRegions;Grants permission to convert an existing secret to a multi-Region secret and begin replicating the secret to a list of new regions;Write;True
AWS Secrets Manager;secretsmanager;RestoreSecret;secretsmanager:RestoreSecret;Grants permission to cancel deletion of a secret;Write;True
AWS Secrets Manager;secretsmanager;RotateSecret;secretsmanager:RotateSecret;Grants permission to start rotation of a secret;Write;True
AWS Secrets Manager;secretsmanager;StopReplicationToReplica;secretsmanager:StopReplicationToReplica;Grants permission to remove the secret from replication and promote the secret to a regional secret in the replica Region;Write;True
AWS Secrets Manager;secretsmanager;TagResource;secretsmanager:TagResource;Grants permission to add tags to a secret;Tagging;True
AWS Secrets Manager;secretsmanager;UntagResource;secretsmanager:UntagResource;Grants permission to remove tags from a secret;Tagging;True
AWS Secrets Manager;secretsmanager;UpdateSecret;secretsmanager:UpdateSecret;Grants permission to update a secret with new metadata or with a new version of the encrypted data;Write;True
AWS Secrets Manager;secretsmanager;UpdateSecretVersionStage;secretsmanager:UpdateSecretVersionStage;Grants permission to move a stage from one secret to another;Write;True
AWS Secrets Manager;secretsmanager;ValidateResourcePolicy;secretsmanager:ValidateResourcePolicy;Grants permission to validate a resource policy before attaching policy;Permissions management;True
AWS Security Hub;securityhub;AcceptAdministratorInvitation;securityhub:AcceptAdministratorInvitation;Grants permission to accept Security Hub invitations to become a member account;Write;True
AWS Security Hub;securityhub;AcceptInvitation;securityhub:AcceptInvitation;Grants permission to accept Security Hub invitations to become a member account;Write;True
AWS Security Hub;securityhub;BatchDisableStandards;securityhub:BatchDisableStandards;Grants permission to disable standards in Security Hub;Write;True
AWS Security Hub;securityhub;BatchEnableStandards;securityhub:BatchEnableStandards;Grants permission to enable standards in Security Hub;Write;True
AWS Security Hub;securityhub;BatchGetStandardsControlAssociations [permission only];securityhub:BatchGetStandardsControlAssociations [permission only];Grants permission to get the association between a list of security controls and standards in batches;Read;False
AWS Security Hub;securityhub;BatchImportFindings;securityhub:BatchImportFindings;Grants permission to import findings into Security Hub from an integrated product;Write;True
AWS Security Hub;securityhub;BatchUpdateFindings;securityhub:BatchUpdateFindings;Grants permission to update customer-controlled fields for a selected set of Security Hub findings;Write;True
AWS Security Hub;securityhub;BatchUpdateStandardsControlAssociations [permission only];securityhub:BatchUpdateStandardsControlAssociations [permission only];Grants permission to update the association between a list of security controls and standards in batches;Write;False
AWS Security Hub;securityhub;CreateActionTarget;securityhub:CreateActionTarget;Grants permission to create custom actions in Security Hub;Write;True
AWS Security Hub;securityhub;CreateFindingAggregator;securityhub:CreateFindingAggregator;Grants permission to create a finding aggregator, which contains the cross-Region finding aggregation configuration;Write;False
AWS Security Hub;securityhub;CreateInsight;securityhub:CreateInsight;Grants permission to create insights in Security Hub. Insights are collections of related findings;Write;True
AWS Security Hub;securityhub;CreateMembers;securityhub:CreateMembers;Grants permission to create member accounts in Security Hub;Write;True
AWS Security Hub;securityhub;DeclineInvitations;securityhub:DeclineInvitations;Grants permission to decline Security Hub invitations to become a member account;Write;True
AWS Security Hub;securityhub;DeleteActionTarget;securityhub:DeleteActionTarget;Grants permission to delete custom actions in Security Hub;Write;True
AWS Security Hub;securityhub;DeleteFindingAggregator;securityhub:DeleteFindingAggregator;Grants permission to delete a finding aggregator, which disables finding aggregation across Regions;Write;True
AWS Security Hub;securityhub;DeleteInsight;securityhub:DeleteInsight;Grants permission to delete insights from Security Hub;Write;True
AWS Security Hub;securityhub;DeleteInvitations;securityhub:DeleteInvitations;Grants permission to delete Security Hub invitations to become a member account;Write;True
AWS Security Hub;securityhub;DeleteMembers;securityhub:DeleteMembers;Grants permission to delete Security Hub member accounts;Write;True
AWS Security Hub;securityhub;DescribeActionTargets;securityhub:DescribeActionTargets;Grants permission to retrieve a list of custom actions using the API;Read;True
AWS Security Hub;securityhub;DescribeHub;securityhub:DescribeHub;Grants permission to retrieve information about the hub resource in your account;Read;True
AWS Security Hub;securityhub;DescribeOrganizationConfiguration;securityhub:DescribeOrganizationConfiguration;Grants permission to describe the organization configuration for Security Hub;Read;True
AWS Security Hub;securityhub;DescribeProducts;securityhub:DescribeProducts;Grants permission to retrieve information about the available Security Hub product integrations;Read;True
AWS Security Hub;securityhub;DescribeStandards;securityhub:DescribeStandards;Grants permission to retrieve information about Security Hub standards;Read;True
AWS Security Hub;securityhub;DescribeStandardsControls;securityhub:DescribeStandardsControls;Grants permission to retrieve information about Security Hub standards controls;Read;True
AWS Security Hub;securityhub;DisableImportFindingsForProduct;securityhub:DisableImportFindingsForProduct;Grants permission to disable the findings importing for a Security Hub integrated product;Write;True
AWS Security Hub;securityhub;DisableOrganizationAdminAccount;securityhub:DisableOrganizationAdminAccount;Grants permission to remove the Security Hub administrator account for your organization;Write;True
AWS Security Hub;securityhub;DisableSecurityHub;securityhub:DisableSecurityHub;Grants permission to disable Security Hub;Write;True
AWS Security Hub;securityhub;DisassociateFromAdministratorAccount;securityhub:DisassociateFromAdministratorAccount;Grants permission to a Security Hub member account to disassociate from the associated administrator account;Write;True
AWS Security Hub;securityhub;DisassociateFromMasterAccount;securityhub:DisassociateFromMasterAccount;Grants permission to a Security Hub member account to disassociate from the associated master account;Write;True
AWS Security Hub;securityhub;DisassociateMembers;securityhub:DisassociateMembers;Grants permission to disassociate Security Hub member accounts from the associated administrator account;Write;True
AWS Security Hub;securityhub;EnableImportFindingsForProduct;securityhub:EnableImportFindingsForProduct;Grants permission to enable the findings importing for a Security Hub integrated product;Write;True
AWS Security Hub;securityhub;EnableOrganizationAdminAccount;securityhub:EnableOrganizationAdminAccount;Grants permission to designate a Security Hub administrator account for your organization;Write;True
AWS Security Hub;securityhub;EnableSecurityHub;securityhub:EnableSecurityHub;Grants permission to enable Security Hub;Write;True
AWS Security Hub;securityhub;GetAdhocInsightResults [permission only];securityhub:GetAdhocInsightResults [permission only];Grants permission to retrieve insight results by providing a set of filters instead of an insight ARN;Read;True
AWS Security Hub;securityhub;GetAdministratorAccount;securityhub:GetAdministratorAccount;Grants permission to retrieve details about the Security Hub administrator account;Read;True
AWS Security Hub;securityhub;GetControlFindingSummary [permission only];securityhub:GetControlFindingSummary [permission only];Grants permission to retrieve a security score and counts of finding and control statuses for a security standard;Read;True
AWS Security Hub;securityhub;GetEnabledStandards;securityhub:GetEnabledStandards;Grants permission to retrieve a list of the standards that are enabled in Security Hub;List;True
AWS Security Hub;securityhub;GetFindingAggregator;securityhub:GetFindingAggregator;Grants permission to retrieve details for a finding aggregator, which configures finding aggregation across Regions;Read;True
AWS Security Hub;securityhub;GetFindings;securityhub:GetFindings;Grants permission to retrieve a list of findings from Security Hub;Read;True
AWS Security Hub;securityhub;GetFreeTrialEndDate [permission only];securityhub:GetFreeTrialEndDate [permission only];Grants permission to retrieve the end date for an account's free trial of Security Hub;Read;True
